Id,Score
562172,5
513139,4
129528,5
172442,3
106944,5
525065,5
32213,4
244222,5
457917,1
347636,5
149482,4
549588,1
382108,5
14392,5
553881,5
440315,5
381392,5
539589,5
310120,5
517005,5
450709,5
225028,5
423530,3
433055,5
220450,4
438045,5
431706,3
247876,5
9973,1
440248,1
440499,3
467531,5
361912,4
447464,5
272749,1
458122,2
122297,5
392996,4
418030,5
240653,5
243047,2
555766,5
521894,5
532114,5
530012,5
9504,5
405292,5
269488,4
389956,5
191618,5
104848,1
220367,5
277210,5
291080,5
65239,5
285398,5
333634,3
51152,5
44902,5
455464,4
163658,4
52412,5
56548,5
169704,4
519555,3
307665,5
522381,1
25645,5
127728,1
473788,5
23546,5
396315,3
88309,5
400334,3
195539,4
308859,4
408250,5
502880,4
123939,5
200275,5
282048,4
118596,5
150894,5
480672,1
8515,4
281558,5
480200,5
47165,5
371264,5
242230,5
86357,1
321578,5
220315,5
168255,5
324887,5
320568,5
359697,5
507549,4
201341,5
14675,5
298032,5
267908,5
554298,5
189472,5
28550,5
469805,1
33296,5
182377,4
497313,1
78181,5
233808,5
207773,2
410053,5
392769,5
388261,4
58116,5
244628,1
79133,4
282697,5
327812,4
305672,5
248049,4
72006,4
492953,4
2028,5
311152,5
273274,5
199072,5
320614,5
453620,1
168887,5
75871,3
432191,5
1512,5
461400,5
112775,5
58643,5
184385,5
34472,5
249456,5
35434,5
521062,5
543933,3
194352,5
382488,5
392895,2
454299,5
330903,5
126570,5
306429,1
557426,5
313311,4
501418,5
364745,5
203408,5
498453,5
133193,5
301876,4
149536,5
249653,4
68234,5
325757,5
40883,5
324329,5
389675,5
332656,5
315963,3
419938,4
364926,5
374518,4
167514,5
96856,5
412761,3
551997,5
57562,5
566016,3
353124,4
33756,3
207443,5
336760,5
388592,5
290399,3
323771,5
191632,5
53031,5
1188,5
186295,5
283612,5
281047,5
29829,5
170950,5
226387,3
542627,5
484234,5
490072,1
32262,5
287680,5
468113,5
130024,5
108656,3
309753,5
61735,5
133072,4
109959,5
145304,5
397883,5
500084,5
476754,5
548033,3
337840,5
6704,4
111352,2
553559,5
115975,5
136425,3
18397,5
88025,4
542091,5
147060,4
16791,4
361672,5
58924,5
80783,4
391153,1
104066,5
286166,5
288004,5
276754,5
432962,5
135698,5
214631,1
200581,5
523684,5
325325,3
413839,5
290860,5
221069,1
231744,5
535616,5
322279,3
90648,5
502846,5
275571,5
559208,2
347747,2
463081,5
519390,4
532562,5
126628,4
175706,5
438161,5
104546,5
155748,5
121793,5
201084,3
439847,5
431115,5
204656,5
474009,5
309983,1
308845,2
102630,5
565072,4
127357,3
201251,4
110693,5
475752,5
438810,4
74678,4
441198,4
477841,5
93278,5
543636,3
10479,5
340731,5
97726,5
261640,4
147702,2
297475,4
358393,5
84385,5
333246,4
13683,1
110002,5
194534,5
20748,5
103683,3
45760,5
146338,2
101517,4
268244,4
227127,5
257041,5
239879,5
361651,5
54794,4
387553,5
474291,5
412350,5
300178,4
362360,5
539437,2
349685,3
458809,2
426010,5
297989,3
7464,5
141472,1
190353,3
385135,3
100605,5
451382,5
483482,5
134661,5
354300,5
269788,5
325179,5
26104,1
442626,5
324011,4
272281,5
57789,5
523395,3
511387,5
303329,5
160766,5
239688,4
72943,5
112675,5
142725,3
185437,5
264614,4
129293,5
293941,5
530670,5
452796,5
264207,5
197371,3
391890,5
408510,5
94160,5
16254,2
20648,5
353021,5
316640,5
262927,4
533847,5
9243,3
28508,5
38710,5
376668,4
541908,5
10502,5
442794,5
153538,5
506214,5
188681,5
511246,4
55395,5
113051,5
374055,5
505930,5
222470,4
439853,5
91548,4
246872,5
412607,5
112275,5
563887,5
264995,1
498972,5
250226,5
230431,5
217185,5
95933,5
517649,4
242621,5
360944,5
547705,5
111557,5
121229,5
292603,5
14613,4
510636,5
104379,5
471266,5
480967,5
558124,5
359446,5
524937,1
391206,5
298493,5
402512,1
306773,5
199507,5
362586,5
448145,5
484219,5
394747,5
148909,4
140708,1
14639,5
153545,5
22452,1
325767,5
435666,5
128916,5
203294,5
98347,5
308238,2
460595,5
489085,5
511525,5
324749,5
418353,5
367627,5
71595,3
269509,5
520092,5
553627,1
230358,4
266641,5
146009,3
212347,4
379295,4
472928,2
527011,4
134206,5
362841,5
35944,5
526359,5
67356,4
10194,5
403252,5
391358,5
88618,1
99384,5
527799,5
217107,5
121987,5
68873,5
8517,5
432280,5
485961,5
330507,4
154947,2
499862,5
520908,4
34278,5
552974,5
348985,5
7401,5
173244,5
478094,5
543865,4
375175,5
256547,5
375304,4
282362,5
51519,5
368315,1
157519,5
290872,5
560302,5
475626,5
347833,5
108795,5
299253,5
521455,5
392015,5
148780,5
498826,5
469123,1
464761,5
449774,5
62785,5
546716,5
389463,5
428714,5
243332,5
232780,5
220060,5
204120,5
556608,4
245518,5
471922,2
139045,4
436838,5
212318,1
255561,5
334119,5
416610,5
206070,5
268001,5
86753,5
189300,5
262510,2
347684,1
483636,5
355867,5
145911,5
123910,5
79803,4
84468,1
507966,5
482650,5
88642,5
469138,1
281381,1
316970,1
387212,5
49388,5
179209,3
329063,3
565315,4
378826,5
492762,5
70646,3
534340,5
79912,5
552959,5
300747,4
459313,2
278909,5
393380,5
377598,5
9857,4
111204,5
438417,5
100179,5
322265,5
494006,3
308134,5
395749,1
18229,5
393147,3
35305,5
271258,5
301183,5
299528,5
162507,5
313525,2
270007,5
201388,1
197722,5
252513,5
405992,5
550902,5
135141,5
299161,5
84092,5
102295,1
479549,5
400377,5
469557,3
6311,5
48843,5
553179,5
376428,3
1375,3
465835,3
355471,5
149574,1
178378,4
26344,5
100571,5
206551,5
39881,5
443583,5
106427,3
283281,5
250537,5
15916,4
461749,5
287317,5
142907,5
217186,5
348487,5
438493,5
283693,5
357296,5
186583,5
464240,5
189435,5
202042,5
525725,5
345668,5
462290,4
186071,5
272764,5
3977,1
322773,5
306683,5
567055,5
163117,5
449891,3
374701,5
473730,5
473217,5
188195,5
86118,5
169343,5
412514,5
494127,5
227523,5
28700,5
384931,4
469875,5
137126,1
25564,1
417968,1
273897,5
17448,5
512729,1
198365,5
371702,5
101389,5
241257,1
564193,3
402637,4
87888,1
526146,2
289279,5
198362,5
178048,5
460052,5
95899,5
143797,2
447992,3
303076,5
141741,5
498321,5
110279,5
306968,5
282711,5
172010,5
70580,5
140301,5
447756,4
223069,2
305244,5
116107,5
509409,4
551896,5
344503,5
175145,2
207228,5
184544,3
535230,2
552737,5
129876,4
119966,2
447429,5
452832,5
285838,5
179479,5
43475,5
194242,5
518419,5
15032,4
288714,5
387334,5
564416,4
396013,5
221050,5
476082,4
334795,5
171839,5
102333,5
173452,5
516634,5
294981,5
39522,5
108639,5
435827,3
22688,5
357659,5
245900,5
65671,5
252434,5
193760,5
64865,2
226007,5
551920,2
202376,3
365125,1
105661,5
75197,2
75610,5
491206,5
169071,5
165286,1
138908,5
56829,4
115677,3
512034,4
534324,5
475603,5
179855,4
12958,5
484645,5
483426,5
240870,4
32126,2
221508,5
561124,4
378578,4
362305,4
559413,4
36866,5
135988,3
142134,1
67407,5
237428,5
540231,5
457658,5
506515,2
143566,2
567047,5
437556,4
93690,5
409484,3
411375,5
245035,5
479209,4
381171,1
357919,5
71607,5
294495,5
187198,5
14116,5
78278,5
481389,2
29878,5
367956,5
190572,1
204018,5
296935,5
340043,1
471804,3
66981,5
330233,5
470802,5
271899,4
308975,5
369536,5
74161,3
498590,5
423327,3
230806,4
446642,5
423037,5
230198,5
541008,3
201123,5
136385,3
34728,5
127918,5
123626,1
135224,3
563418,5
166098,5
261324,5
29253,5
63985,5
492898,1
143121,3
217095,5
167609,4
454520,5
514251,5
241910,4
511178,5
220716,5
493743,4
184782,5
386298,5
473320,5
497513,5
475222,1
567855,5
104253,5
384713,4
124866,1
209678,5
84687,5
6451,4
523867,2
154923,2
187192,5
40974,1
515506,5
245649,4
385347,3
314860,5
465507,3
64672,5
219773,5
115854,5
567586,4
360920,5
128551,4
524302,4
485450,5
209907,3
502321,5
192641,5
51822,5
102002,5
111407,5
48193,4
402319,5
397658,5
498364,1
199159,5
163007,5
314808,5
101657,5
281579,3
369033,4
255674,5
194309,5
496622,5
400314,5
550031,5
58486,5
409461,2
153598,4
27146,5
428044,5
462040,5
329986,1
40752,5
550156,3
382816,1
271553,5
416170,5
492222,5
422018,5
252351,5
41141,5
315437,5
523274,5
517146,4
535938,5
356330,5
390307,5
59647,4
90873,5
370183,5
506424,5
303151,5
171609,5
68362,5
468981,5
420656,5
413976,5
4262,5
107765,4
493108,4
136735,5
366929,4
414695,5
520195,4
470407,5
110102,5
317641,5
356733,5
255821,5
155783,4
365893,3
352058,5
52005,5
447388,5
436560,5
168873,2
39655,5
73475,1
108379,5
181800,5
282008,5
150373,5
3820,5
514765,1
512521,5
94418,5
101110,5
285526,2
460381,3
130026,3
157196,5
4907,5
69344,2
143876,5
370153,5
315368,5
168149,5
215229,5
209526,5
28340,3
101555,5
355901,5
150424,5
418808,1
423185,3
49443,5
461532,3
390590,5
213006,3
201636,5
461144,3
409635,5
253407,1
387122,4
396472,5
412950,5
539746,1
160609,4
522588,5
273886,2
63793,4
424073,5
221904,5
297836,4
129174,5
306157,4
271319,4
482062,5
4102,4
305135,5
563717,5
17293,5
411046,5
10188,5
25926,1
453637,4
562274,5
345007,2
53440,3
212760,4
15292,3
243725,5
424469,5
404911,5
383362,5
127933,1
285527,1
176947,5
385437,5
41374,4
60831,5
328175,5
28758,4
80753,1
392457,5
90640,5
56391,4
447768,4
221934,3
275230,2
113201,5
471662,5
32844,5
203465,5
84300,4
205080,4
507098,4
164519,4
337598,5
407686,3
541123,5
253564,5
502066,1
464621,5
283692,3
172148,5
230769,3
57375,2
368098,3
549127,5
388452,5
173277,5
393958,5
7348,5
559524,5
531654,1
526754,5
263882,5
419660,2
554528,4
292827,5
223041,3
18786,4
290061,5
521112,1
470078,5
440614,3
410945,5
250078,5
547042,5
314187,4
344649,1
562618,4
528942,2
152373,5
234691,3
39567,4
224785,1
320878,5
46803,4
356954,3
106105,4
192096,5
71020,5
150918,5
428613,5
111570,5
49420,1
537650,5
163453,5
214116,2
261717,5
397543,1
22442,5
250087,5
524197,3
378421,5
299223,5
564028,5
509236,5
405526,1
100667,5
203315,5
52631,1
551544,5
112011,5
55751,1
394648,5
451194,5
212465,3
188375,5
293166,3
244381,5
562895,5
422953,3
354841,2
146026,3
152142,5
63750,2
552056,5
311137,5
171991,1
49698,5
533971,1
227380,5
295933,5
38332,4
484305,5
30291,5
62510,5
461962,5
72958,4
384692,5
53670,5
253939,5
61201,4
359689,5
353401,5
311630,5
29257,5
478616,4
411144,1
528194,5
136394,1
409835,4
33145,5
520297,2
367685,5
398258,1
90899,5
445791,5
94195,5
208815,1
476741,5
175715,5
422378,3
365997,2
483212,5
184558,5
420860,3
210217,5
167519,4
222519,2
410643,2
199741,1
151064,2
504429,4
101673,4
269976,3
215736,1
224395,5
370970,5
4241,5
538075,5
87503,4
171911,5
67043,5
256418,2
53861,4
359103,5
187235,5
219326,5
236578,4
105038,5
502000,5
528698,1
124991,4
96117,5
476299,5
117304,5
489369,1
226936,5
370693,5
76343,5
22034,5
264635,5
337093,3
473160,2
474058,1
255133,5
121792,5
539097,2
497440,5
278726,4
546623,4
339160,1
233640,5
6288,5
250423,5
70556,2
9149,5
75115,5
319302,4
127456,5
241860,5
160317,5
421611,5
38523,1
63204,4
442209,2
264118,5
83832,5
98373,5
453135,5
193774,5
271652,5
445802,5
218353,5
99073,1
224685,5
245107,3
66043,5
402161,5
132791,3
162834,4
78240,5
186955,1
430371,4
231188,5
291946,5
248908,5
149264,2
462195,5
530348,4
14312,5
279041,2
294422,5
457692,4
458585,5
157651,5
299113,1
556034,5
49126,5
474266,1
426614,5
108089,3
466902,1
133646,5
186638,5
502555,5
102349,4
156121,5
111115,5
427627,2
121234,2
72896,5
437589,5
530384,5
129179,2
87706,5
201400,1
118866,5
353245,5
378172,1
453470,5
35700,5
333770,5
52648,2
346319,5
364396,5
422996,5
405795,5
263079,4
563201,4
72438,5
369599,5
513067,5
154547,3
471491,3
240664,4
44524,4
47317,2
208368,5
81358,5
18625,2
388226,4
462752,5
304004,3
7934,5
82255,2
300912,1
488674,1
29619,5
159136,5
235447,5
488291,5
484039,1
191328,5
295208,3
114582,5
29510,5
197145,5
131783,5
484970,5
470709,5
66749,1
76243,5
403072,5
459975,5
300388,5
385998,5
67930,5
543018,5
59885,4
430275,5
556488,1
311799,5
271580,5
80743,5
142016,5
554483,5
116081,5
120912,1
545582,5
114957,4
264042,5
509382,5
461598,1
490357,4
350064,5
47939,2
115675,3
28290,3
415198,4
36197,5
220253,5
114370,4
28307,5
119882,5
267585,5
306224,5
472953,5
100267,5
148795,5
335440,5
536598,4
429678,4
414229,5
221975,5
295576,2
362555,5
443579,2
209011,4
513433,5
390272,5
425927,4
276098,5
179441,5
77541,5
417890,5
246880,5
551839,4
136372,1
211658,1
532434,5
299415,5
408636,5
297135,5
202586,4
165543,3
151643,5
475659,5
246425,5
47069,5
72413,4
195682,5
538875,5
184745,5
4220,4
366134,5
90907,5
148108,4
343798,5
567219,1
466672,5
296226,5
282164,2
443439,3
327189,5
308037,5
393210,5
337643,4
216541,4
502820,5
162992,5
254840,4
261053,1
253583,5
165827,5
65137,4
20826,5
149200,1
425861,5
520598,5
456932,4
351772,5
311122,5
185408,4
263244,4
279085,5
212305,5
233879,5
153410,5
403480,5
1127,1
77015,5
36029,5
212805,5
563752,5
326623,5
162010,5
251230,3
384551,4
42108,5
322261,5
87157,2
334427,5
546142,3
426364,1
309399,5
76472,5
401403,5
136589,5
280972,5
57660,5
165500,5
398326,5
156669,3
468669,5
485946,3
64553,5
44150,4
481072,1
216349,5
120810,1
38084,5
256702,5
223911,5
491508,4
114821,5
521925,5
446196,5
447385,5
459085,2
78111,5
161665,5
24838,4
546636,5
72102,5
252993,5
515721,4
485936,4
483419,5
178986,4
62282,1
160401,5
299408,5
506679,5
475556,5
242003,5
65359,5
555700,5
254674,5
491475,4
358259,2
39259,3
419655,3
185290,5
292744,3
94479,5
135085,3
445050,5
57830,5
136366,3
473629,2
448239,1
70985,5
122711,5
123947,5
363094,5
423987,5
57369,5
525108,5
76659,5
344432,4
315481,5
209338,4
156744,5
442594,5
335010,5
521241,5
72603,1
375185,1
120069,4
124944,5
327322,4
1422,3
156976,5
438549,1
293839,5
379125,5
87074,2
529126,4
173066,5
399357,5
80538,5
204479,5
136769,1
444171,5
68654,4
19836,4
216029,5
424760,4
404544,5
268021,5
268287,4
560120,5
563506,5
193882,4
99596,5
467626,5
563467,4
35556,2
505747,3
399575,5
176493,5
165214,5
280530,1
433607,1
277008,2
352035,1
42908,4
448405,5
245152,5
156088,5
161072,5
193656,4
16789,4
315270,4
267078,4
228827,5
215807,5
301716,5
149017,5
473624,5
63283,1
456487,5
424046,5
290557,5
515885,5
142567,5
55727,1
181667,5
48739,5
393910,5
311886,5
48652,5
465545,5
478300,5
43254,5
466506,5
505869,1
125867,5
238075,4
551487,5
345902,5
525896,5
131876,5
395372,5
192003,4
385936,1
361495,5
339521,1
157596,5
521185,4
34021,5
223135,4
6125,2
467871,2
88461,4
565750,2
521319,5
377920,5
133091,2
81418,5
17870,5
639,5
123900,5
145242,5
349728,3
200767,5
353475,5
302223,5
179701,4
443481,2
286759,3
103383,5
140652,5
1320,4
392018,5
270978,5
163969,3
33620,5
341537,5
63955,5
99099,4
104767,5
290965,4
560026,1
225848,5
506596,5
145666,5
461692,5
312394,5
210923,4
204065,5
35327,4
495040,5
285923,3
504697,2
379039,5
172221,5
447056,5
207879,3
95679,1
492647,1
342450,2
566745,5
135204,5
22647,4
37535,4
142006,4
320484,4
101157,5
428051,4
102893,5
50159,3
398618,5
268869,1
119866,2
62280,5
222724,5
513590,5
134333,5
175384,5
2958,5
373726,5
287230,2
21868,5
392288,5
201698,5
490050,5
239182,4
563197,5
282369,1
323342,2
32602,5
36331,5
20601,1
441322,5
204832,5
204175,5
444881,5
80018,5
126256,5
362983,4
360368,5
13485,4
470947,5
422518,1
442230,5
92803,5
250910,5
317661,5
312182,4
374784,5
123920,5
268006,5
130455,5
197272,1
477856,5
131919,5
402034,5
18271,5
304387,3
520134,5
455848,3
227235,1
137629,4
356739,1
417354,5
19522,5
502019,5
344200,5
293289,5
375555,4
126951,5
219567,4
126620,5
119388,5
361668,5
426307,1
389935,1
470201,4
508065,5
61499,5
548804,5
79085,5
403081,5
250207,5
79052,1
18928,5
336713,5
447155,5
210259,5
408294,5
188747,4
180314,5
169267,5
515580,5
67807,5
473832,2
449987,5
386107,5
7381,5
301495,5
340571,5
98062,2
177790,5
274920,5
346546,5
424464,4
204263,1
31760,5
246870,5
336787,5
31396,1
161730,1
382453,5
175235,5
391137,5
251435,1
381706,1
393546,4
273895,5
322801,5
16128,5
540780,2
79150,4
321626,5
504675,4
229820,5
64382,1
194070,5
532428,4
252383,4
71088,3
340190,5
396659,4
563257,5
296411,5
403551,5
399880,5
11196,5
222190,5
18450,5
218025,1
440925,5
184844,5
25240,5
184094,5
60355,4
494738,5
406018,5
485419,5
314558,5
418774,5
213231,2
77114,4
393054,5
402518,2
157116,4
367303,1
347970,5
256571,4
496296,5
211681,5
161480,5
281877,2
382704,5
130171,5
215252,4
473790,5
442024,2
270489,5
115137,5
273277,5
269145,1
379753,5
332577,3
166152,5
270575,5
517795,2
163172,1
353547,5
229343,5
121601,1
49866,5
526072,1
157839,5
9266,5
96240,5
248285,5
397393,4
287947,5
122935,5
32058,5
312943,5
247414,1
520286,4
208467,1
388369,1
101413,2
219059,5
274675,1
438854,3
423554,3
457214,4
221429,5
90645,2
486429,5
131945,5
497267,4
163159,5
367235,5
268649,5
97052,1
101574,1
39238,5
48274,5
479707,5
224209,5
447554,5
470673,5
204703,4
305403,5
542942,1
455302,3
475051,5
307475,5
139698,5
97465,1
238937,5
123010,2
18554,2
560670,5
60636,5
497544,5
206743,5
229709,5
270687,1
227387,1
69810,5
121659,5
136885,5
58164,4
168258,2
133804,5
342029,5
360089,3
503818,1
110014,1
195867,5
512071,5
514094,5
55400,5
453868,5
145980,5
333686,5
300869,5
544669,5
216325,1
339286,4
522217,4
528440,1
432574,5
256853,5
282845,5
456068,4
230494,5
525816,1
525074,5
290404,5
39135,2
449844,2
240330,5
429173,5
478119,5
124189,1
21461,4
213002,5
324643,5
547536,5
499550,1
463290,5
30873,4
35985,5
89580,3
204132,5
392335,5
534073,1
163707,5
377206,5
368445,2
474976,4
189337,5
463690,5
235686,1
223163,3
162745,5
339157,1
247555,5
408964,5
176070,5
103907,5
274333,5
515942,5
58156,3
558598,5
162723,5
302744,4
212463,5
52900,1
40454,5
541759,5
159054,5
555258,3
403659,5
409213,5
528203,5
535678,5
138446,5
117717,4
214223,2
479523,5
444163,4
182175,2
320471,5
18094,5
540920,5
170225,5
85562,5
460690,1
148946,2
545807,5
554386,5
337068,5
382830,1
418035,5
100468,5
28363,5
122959,5
34462,1
566928,4
105557,3
58513,4
487228,3
175794,5
438148,5
346210,5
207315,5
146891,4
57612,5
519244,5
417088,4
496866,1
395741,5
201125,3
545300,5
48555,5
36735,1
317119,5
348984,5
97201,5
555133,1
528122,4
110124,5
6160,4
561607,4
174299,5
422869,5
154890,2
510323,3
140428,4
283781,2
498210,5
20700,2
313239,5
331420,1
509627,5
342000,5
284801,1
116572,5
170194,5
535141,3
57658,5
142311,5
546090,5
393751,5
556145,5
452943,5
317958,4
211467,5
337364,5
394995,1
10571,5
499732,5
194007,5
473590,5
294636,5
543692,4
253134,5
504156,5
6681,2
23988,5
515790,5
183865,1
165508,5
194244,4
319181,2
224636,5
443403,5
481723,2
327126,5
159925,5
306858,2
159536,5
38242,5
474589,3
392963,4
243622,5
559078,5
420669,5
138637,4
22192,2
441899,5
534980,5
353724,1
279998,4
85745,5
327277,4
401971,2
421865,5
65434,5
525583,4
484715,1
17211,3
518545,5
340595,5
271438,4
1747,5
365809,5
499600,3
363690,3
531507,5
469559,5
204661,4
75143,5
181398,5
344247,5
440395,4
232052,5
205818,5
414697,4
362173,5
466537,1
357532,5
121883,5
479406,4
38504,1
107972,5
114862,1
320268,5
310793,5
208396,2
229107,1
543535,4
345170,5
67544,4
383764,5
535769,4
529711,3
424114,5
298200,5
377396,5
355117,5
41323,5
494605,2
282707,5
220280,5
113577,5
234408,5
275082,2
322727,3
80460,5
161725,5
355798,5
364616,4
4890,1
521222,5
480679,5
166003,4
153359,3
464574,5
408058,3
53338,4
26744,5
404960,5
393885,5
332871,5
319384,1
167902,4
86585,2
304193,1
211083,5
463205,5
279513,3
141410,4
359857,5
84452,4
161934,5
476307,5
303195,4
358290,5
315962,2
542057,4
523228,2
181446,4
470897,5
524703,5
221154,5
391809,5
79493,4
42524,5
433544,5
412627,5
467802,5
324310,5
201837,5
427304,1
414077,5
96035,2
218137,5
366809,5
472743,5
174550,5
345841,5
146521,4
463115,5
347523,5
51844,2
69378,5
567464,5
436212,5
339913,5
324500,4
362317,5
123187,5
551271,5
95802,3
487870,3
501576,5
233954,5
154301,3
154519,4
168291,4
322275,4
85952,5
162897,5
177365,3
361033,5
165586,5
81880,3
237229,5
50437,1
515186,5
402099,5
438668,5
176186,5
342676,5
495932,5
466399,4
292686,4
430931,3
297453,5
95163,5
458162,3
160668,5
125801,5
204927,5
372513,2
268642,5
92505,5
71455,4
347399,5
313308,1
550301,5
229911,5
112694,5
544921,5
523391,3
334091,5
510249,5
335694,5
306019,5
418768,1
16283,5
490660,5
272977,1
12145,5
346391,5
267446,5
172746,5
403020,5
3924,4
184655,3
537159,5
373572,5
256827,5
133612,5
242678,4
136253,4
90635,5
310966,5
4119,4
407964,1
154958,1
503868,4
425043,5
373269,5
285889,5
366928,5
80839,5
172315,4
236563,5
434863,5
353446,5
500303,4
155678,5
239892,5
366043,3
306579,4
426863,5
57795,3
65446,3
437176,5
175448,1
156096,5
163482,5
446536,5
88794,5
334891,1
301085,5
425523,5
46034,5
178773,3
536531,5
192229,5
409915,5
417700,5
160797,2
284844,3
564692,5
168419,4
248647,5
237676,4
509207,5
66720,5
439827,5
444761,1
135323,5
526778,5
300445,5
128641,2
400214,5
523973,5
11923,5
490872,5
260787,5
154410,1
503154,5
409238,5
288426,5
547878,4
202889,5
522191,4
279322,5
47798,5
479550,5
180207,5
448626,1
238484,5
129798,4
519713,5
559539,5
169909,4
38780,5
388376,5
305168,3
438260,2
251005,5
310183,5
207929,5
505896,5
359100,5
497375,5
122018,5
81613,4
475202,5
552468,4
485328,5
413305,3
100187,4
274841,5
504629,5
153468,5
551335,5
184083,5
391238,5
265196,1
94628,1
297164,5
73110,2
94028,5
367674,5
248275,5
291732,5
154305,5
102723,5
484667,4
547465,5
185991,5
484920,5
244112,3
277334,5
389345,5
341233,5
366341,5
460503,5
340754,5
344760,5
125909,5
517646,5
541407,3
566423,5
338103,5
373111,5
273028,5
19056,4
376917,5
37564,5
340337,1
239539,1
430489,1
414405,5
381136,5
143176,5
381792,5
235477,5
89833,5
273447,5
193668,4
283412,5
442732,5
402293,5
239433,5
175928,5
61409,2
272446,4
48300,5
37007,2
352868,5
303620,5
372067,5
208718,1
209956,5
565681,5
553788,5
266184,5
342394,2
214245,2
3054,5
526375,4
492597,5
350214,5
78544,4
512922,1
538174,4
161149,5
393354,5
141025,5
155967,5
206833,2
173115,5
436504,5
519420,5
125685,5
119898,5
475644,5
551134,4
463949,5
525441,5
167911,3
556426,2
279018,5
500031,5
498301,2
429236,4
255826,5
143531,5
540012,1
410968,5
504565,5
178767,1
405252,5
481992,4
153175,2
266767,5
511287,3
519648,5
73725,4
550539,5
460203,5
221947,5
179018,5
49663,5
32869,5
182254,4
354881,3
354302,5
20114,5
6381,5
515210,5
549273,5
249607,5
413399,1
437967,5
415875,1
179551,2
324251,5
157650,5
216801,5
531715,1
457662,4
566493,3
410132,5
254491,5
498226,5
173257,5
443420,1
566574,5
14468,4
307551,1
213961,5
256077,5
280520,5
234063,5
101546,3
214049,5
174468,5
58906,5
326681,1
229879,2
422682,5
121333,5
522596,5
523347,5
400913,2
49356,5
183218,5
283305,5
294335,2
491692,5
129566,5
360710,5
503015,5
266499,5
242203,5
158380,2
110628,5
314973,5
292554,3
334243,5
542989,5
145838,5
128300,5
466359,5
213326,1
359968,1
133524,4
418877,5
16796,5
111138,4
224877,5
197056,4
68407,5
187378,5
215806,5
456165,5
181367,5
413693,5
330515,5
267985,5
44811,3
388009,5
513794,5
309341,1
392484,5
373513,5
85901,5
257716,1
130656,4
154233,4
530834,4
453113,5
539351,5
290547,4
499455,5
139058,5
546874,1
558599,5
519581,5
2678,2
250024,5
540479,5
300288,5
535553,5
296092,5
329610,5
297024,2
427721,1
470976,4
432783,4
479172,1
443386,5
88922,5
39003,5
555796,5
159830,4
128027,4
340288,4
55638,4
309850,5
512571,1
376658,4
204317,4
274903,4
313990,1
389042,1
227577,5
478529,5
528072,4
174990,5
329745,5
188487,2
50377,2
65726,5
74855,5
62119,5
79834,5
